period_start,period_end,concentration,gas,reference_standard
2013-11-01,2013-11-30,393700,Carbon dioxide,WMOX2007
2013-12-01,2013-12-31,393200,Carbon dioxide,WMOX2007
2014-01-01,2014-01-31,NA,Carbon dioxide,WMOX2007
2014-02-01,2014-02-28,NA,Carbon dioxide,WMOX2007
2014-03-01,2014-03-31,393600,Carbon dioxide,WMOX2007
2014-04-01,2014-04-30,393900,Carbon dioxide,WMOX2007
2014-05-01,2014-05-31,394400,Carbon dioxide,WMOX2007
2014-06-01,2014-06-30,395200,Carbon dioxide,WMOX2007
2014-07-01,2014-07-31,395300,Carbon dioxide,WMOX2007
2014-08-01,2014-08-31,395600,Carbon dioxide,WMOX2007
2014-09-01,2014-09-30,395900,Carbon dioxide,WMOX2007
2014-10-01,2014-10-31,396000,Carbon dioxide,WMOX2007
2014-11-01,2014-11-30,396000,Carbon dioxide,WMOX2007
2014-12-01,2014-12-31,NA,Carbon dioxide,WMOX2007
2015-01-01,2015-01-31,396600,Carbon dioxide,WMOX2007
2015-02-01,2015-02-28,396900,Carbon dioxide,WMOX2007
2015-03-01,2015-03-31,NA,Carbon dioxide,WMOX2007
2015-04-01,2015-04-30,NA,Carbon dioxide,WMOX2007
2015-05-01,2015-05-31,397100,Carbon dioxide,WMOX2007
2015-06-01,2015-06-30,397100,Carbon dioxide,WMOX2007
2015-07-01,2015-07-31,397600,Carbon dioxide,WMOX2007
2015-08-01,2015-08-31,398200,Carbon dioxide,WMOX2007
2015-09-01,2015-09-30,398200,Carbon dioxide,WMOX2007
2015-10-01,2015-10-31,NA,Carbon dioxide,WMOX2007
2015-11-01,2015-11-30,398400,Carbon dioxide,WMOX2007
2015-12-01,2015-12-31,398400,Carbon dioxide,WMOX2007
2016-01-01,2016-01-31,NA,Carbon dioxide,WMOX2007
2016-02-01,2016-02-29,399200,Carbon dioxide,WMOX2007
2016-03-01,2016-03-31,398700,Carbon dioxide,WMOX2007
2016-04-01,2016-04-30,399500,Carbon dioxide,WMOX2007
2016-05-01,2016-05-31,400600,Carbon dioxide,WMOX2007
2016-06-01,2016-06-30,400700,Carbon dioxide,WMOX2007
2016-07-01,2016-07-31,401300,Carbon dioxide,WMOX2007
2016-08-01,2016-08-31,401300,Carbon dioxide,WMOX2007
2016-09-01,2016-09-30,401100,Carbon dioxide,WMOX2007
2016-10-01,2016-10-31,401400,Carbon dioxide,WMOX2007
2016-11-01,2016-11-30,401200,Carbon dioxide,WMOX2007
2016-12-01,2016-12-31,401000,Carbon dioxide,WMOX2007
2017-01-01,2017-01-31,401300,Carbon dioxide,WMOX2007
2017-02-01,2017-02-28,401000,Carbon dioxide,WMOX2007
2017-03-01,2017-03-31,400900,Carbon dioxide,WMOX2007
2017-04-01,2017-04-30,401000,Carbon dioxide,WMOX2007
2017-05-01,2017-05-31,401700,Carbon dioxide,WMOX2007
2017-06-01,2017-06-30,402200,Carbon dioxide,WMOX2007
2017-07-01,2017-07-31,402700,Carbon dioxide,WMOX2007
2017-08-01,2017-08-31,403100,Carbon dioxide,WMOX2007
2017-09-01,2017-09-30,403400,Carbon dioxide,WMOX2007
2017-10-01,2017-10-31,403300,Carbon dioxide,WMOX2007
2017-11-01,2017-11-30,403500,Carbon dioxide,WMOX2007
2017-12-01,2017-12-31,403300,Carbon dioxide,WMOX2007
2018-01-01,2018-01-31,403400,Carbon dioxide,WMOX2007
2018-02-01,2018-02-28,403600,Carbon dioxide,WMOX2007
2018-03-01,2018-03-31,403500,Carbon dioxide,WMOX2007
2018-04-01,2018-04-30,403900,Carbon dioxide,WMOX2007
2018-05-01,2018-05-31,404600,Carbon dioxide,WMOX2007
2018-06-01,2018-06-30,404600,Carbon dioxide,WMOX2007
2018-07-01,2018-07-31,405500,Carbon dioxide,WMOX2007
2018-08-01,2018-08-31,405700,Carbon dioxide,WMOX2007
2018-09-01,2018-09-30,405600,Carbon dioxide,WMOX2007
2018-10-01,2018-10-31,405800,Carbon dioxide,WMOX2007
2018-11-01,2018-11-30,405800,Carbon dioxide,WMOX2007
2018-12-01,2018-12-31,405700,Carbon dioxide,WMOX2007
2019-01-01,2019-01-31,405500,Carbon dioxide,WMOX2007
2019-02-01,2019-02-28,405700,Carbon dioxide,WMOX2007
2019-03-01,2019-03-31,405600,Carbon dioxide,WMOX2007
2019-04-01,2019-04-30,406400,Carbon dioxide,WMOX2007
2019-05-01,2019-05-31,407200,Carbon dioxide,WMOX2007
2019-06-01,2019-06-30,407600,Carbon dioxide,WMOX2007
2019-07-01,2019-07-31,407900,Carbon dioxide,WMOX2007
2019-08-01,2019-08-31,408500,Carbon dioxide,WMOX2007
2019-09-01,2019-09-30,408700,Carbon dioxide,WMOX2007
2019-10-01,2019-10-31,408600,Carbon dioxide,WMOX2007
2019-11-01,2019-11-30,408500,Carbon dioxide,WMOX2007
2019-12-01,2019-12-31,407900,Carbon dioxide,WMOX2007
1996-08-01,1996-08-31,310.8,Nitrous oxide,NOAA2006a
1996-09-01,1996-09-30,NA,Nitrous oxide,NOAA2006a
1996-10-01,1996-10-31,311.1,Nitrous oxide,NOAA2006a
1996-11-01,1996-11-30,310.9,Nitrous oxide,NOAA2006a
1996-12-01,1996-12-31,311.3,Nitrous oxide,NOAA2006a
1997-01-01,1997-01-31,NA,Nitrous oxide,NOAA2006a
1997-02-01,1997-02-28,NA,Nitrous oxide,NOAA2006a
1997-03-01,1997-03-31,311.4,Nitrous oxide,NOAA2006a
1997-04-01,1997-04-30,311.3,Nitrous oxide,NOAA2006a
1997-05-01,1997-05-31,312.4,Nitrous oxide,NOAA2006a
1997-06-01,1997-06-30,311.3,Nitrous oxide,NOAA2006a
1997-07-01,1997-07-31,311.9,Nitrous oxide,NOAA2006a
1997-08-01,1997-08-31,312.2,Nitrous oxide,NOAA2006a
1997-09-01,1997-09-30,312.4,Nitrous oxide,NOAA2006a
1997-10-01,1997-10-31,312.8,Nitrous oxide,NOAA2006a
1997-11-01,1997-11-30,312.8,Nitrous oxide,NOAA2006a
1997-12-01,1997-12-31,312.8,Nitrous oxide,NOAA2006a
1998-01-01,1998-01-31,313.2,Nitrous oxide,NOAA2006a
1998-02-01,1998-02-28,312.5,Nitrous oxide,NOAA2006a
1998-03-01,1998-03-31,312.6,Nitrous oxide,NOAA2006a
1998-04-01,1998-04-30,312.7,Nitrous oxide,NOAA2006a
1998-05-01,1998-05-31,312.4,Nitrous oxide,NOAA2006a
1998-06-01,1998-06-30,312.7,Nitrous oxide,NOAA2006a
1998-07-01,1998-07-31,313.3,Nitrous oxide,NOAA2006a
1998-08-01,1998-08-31,312.8,Nitrous oxide,NOAA2006a
1998-09-01,1998-09-30,313,Nitrous oxide,NOAA2006a
1998-10-01,1998-10-31,313,Nitrous oxide,NOAA2006a
1998-11-01,1998-11-30,313,Nitrous oxide,NOAA2006a
1998-12-01,1998-12-31,313.2,Nitrous oxide,NOAA2006a
1999-01-01,1999-01-31,312.9,Nitrous oxide,NOAA2006a
1999-02-01,1999-02-28,313.1,Nitrous oxide,NOAA2006a
1999-03-01,1999-03-31,313.2,Nitrous oxide,NOAA2006a
1999-04-01,1999-04-30,313.1,Nitrous oxide,NOAA2006a
1999-05-01,1999-05-31,314.1,Nitrous oxide,NOAA2006a
1999-06-01,1999-06-30,312.7,Nitrous oxide,NOAA2006a
1999-07-01,1999-07-31,312.9,Nitrous oxide,NOAA2006a
1999-08-01,1999-08-31,314.5,Nitrous oxide,NOAA2006a
1999-09-01,1999-09-30,313.1,Nitrous oxide,NOAA2006a
1999-10-01,1999-10-31,313.2,Nitrous oxide,NOAA2006a
1999-11-01,1999-11-30,313.4,Nitrous oxide,NOAA2006a
1999-12-01,1999-12-31,313.5,Nitrous oxide,NOAA2006a
2000-01-01,2000-01-31,313.9,Nitrous oxide,NOAA2006a
2000-02-01,2000-02-29,NA,Nitrous oxide,NOAA2006a
2000-03-01,2000-03-31,313.7,Nitrous oxide,NOAA2006a
2000-04-01,2000-04-30,NA,Nitrous oxide,NOAA2006a
2000-05-01,2000-05-31,314,Nitrous oxide,NOAA2006a
2000-06-01,2000-06-30,NA,Nitrous oxide,NOAA2006a
2000-07-01,2000-07-31,NA,Nitrous oxide,NOAA2006a
2000-08-01,2000-08-31,314.6,Nitrous oxide,NOAA2006a
2000-09-01,2000-09-30,314.5,Nitrous oxide,NOAA2006a
2000-10-01,2000-10-31,314.6,Nitrous oxide,NOAA2006a
2000-11-01,2000-11-30,314.7,Nitrous oxide,NOAA2006a
2000-12-01,2000-12-31,315.3,Nitrous oxide,NOAA2006a
2001-01-01,2001-01-31,315.1,Nitrous oxide,NOAA2006a
2001-02-01,2001-02-28,314.7,Nitrous oxide,NOAA2006a
2001-03-01,2001-03-31,314.4,Nitrous oxide,NOAA2006a
2001-04-01,2001-04-30,314.2,Nitrous oxide,NOAA2006a
2001-05-01,2001-05-31,314.3,Nitrous oxide,NOAA2006a
2001-06-01,2001-06-30,314.4,Nitrous oxide,NOAA2006a
2001-07-01,2001-07-31,314.5,Nitrous oxide,NOAA2006a
2001-08-01,2001-08-31,314.6,Nitrous oxide,NOAA2006a
2001-09-01,2001-09-30,315.2,Nitrous oxide,NOAA2006a
2001-10-01,2001-10-31,315,Nitrous oxide,NOAA2006a
2001-11-01,2001-11-30,315.3,Nitrous oxide,NOAA2006a
2001-12-01,2001-12-31,315.3,Nitrous oxide,NOAA2006a
2002-01-01,2002-01-31,315.6,Nitrous oxide,NOAA2006a
2002-02-01,2002-02-28,315.4,Nitrous oxide,NOAA2006a
2002-03-01,2002-03-31,315.8,Nitrous oxide,NOAA2006a
2002-04-01,2002-04-30,315.3,Nitrous oxide,NOAA2006a
2002-05-01,2002-05-31,315.5,Nitrous oxide,NOAA2006a
2002-06-01,2002-06-30,NA,Nitrous oxide,NOAA2006a
2002-07-01,2002-07-31,315.5,Nitrous oxide,NOAA2006a
2002-08-01,2002-08-31,315.2,Nitrous oxide,NOAA2006a
2002-09-01,2002-09-30,315.3,Nitrous oxide,NOAA2006a
2002-10-01,2002-10-31,315.3,Nitrous oxide,NOAA2006a
2002-11-01,2002-11-30,315.3,Nitrous oxide,NOAA2006a
2002-12-01,2002-12-31,NA,Nitrous oxide,NOAA2006a
2003-01-01,2003-01-31,315.4,Nitrous oxide,NOAA2006a
2003-02-01,2003-02-28,315.4,Nitrous oxide,NOAA2006a
2003-03-01,2003-03-31,315.2,Nitrous oxide,NOAA2006a
2003-04-01,2003-04-30,316.1,Nitrous oxide,NOAA2006a
2003-05-01,2003-05-31,315.8,Nitrous oxide,NOAA2006a
2003-06-01,2003-06-30,316,Nitrous oxide,NOAA2006a
2003-07-01,2003-07-31,316.2,Nitrous oxide,NOAA2006a
2003-08-01,2003-08-31,316.6,Nitrous oxide,NOAA2006a
2003-09-01,2003-09-30,317,Nitrous oxide,NOAA2006a
2003-10-01,2003-10-31,316.5,Nitrous oxide,NOAA2006a
2003-11-01,2003-11-30,316.9,Nitrous oxide,NOAA2006a
2003-12-01,2003-12-31,317.2,Nitrous oxide,NOAA2006a
2004-01-01,2004-01-31,317.3,Nitrous oxide,NOAA2006a
2004-02-01,2004-02-29,316.9,Nitrous oxide,NOAA2006a
2004-03-01,2004-03-31,317,Nitrous oxide,NOAA2006a
2004-04-01,2004-04-30,316.5,Nitrous oxide,NOAA2006a
2004-05-01,2004-05-31,317.1,Nitrous oxide,NOAA2006a
2004-06-01,2004-06-30,317.1,Nitrous oxide,NOAA2006a
2004-07-01,2004-07-31,317.2,Nitrous oxide,NOAA2006a
2004-08-01,2004-08-31,317.7,Nitrous oxide,NOAA2006a
2004-09-01,2004-09-30,317.8,Nitrous oxide,NOAA2006a
2004-10-01,2004-10-31,317.9,Nitrous oxide,NOAA2006a
2004-11-01,2004-11-30,318.4,Nitrous oxide,NOAA2006a
2004-12-01,2004-12-31,318.2,Nitrous oxide,NOAA2006a
2005-01-01,2005-01-31,318.1,Nitrous oxide,NOAA2006a
2005-02-01,2005-02-28,318.1,Nitrous oxide,NOAA2006a
2005-03-01,2005-03-31,317.9,Nitrous oxide,NOAA2006a
2005-04-01,2005-04-30,318,Nitrous oxide,NOAA2006a
2005-05-01,2005-05-31,317.9,Nitrous oxide,NOAA2006a
2005-06-01,2005-06-30,317.6,Nitrous oxide,NOAA2006a
2005-07-01,2005-07-31,318,Nitrous oxide,NOAA2006a
2005-08-01,2005-08-31,318.5,Nitrous oxide,NOAA2006a
2005-09-01,2005-09-30,318.5,Nitrous oxide,NOAA2006a
2005-10-01,2005-10-31,319.1,Nitrous oxide,NOAA2006a
2005-11-01,2005-11-30,319.2,Nitrous oxide,NOAA2006a
2005-12-01,2005-12-31,321.1,Nitrous oxide,NOAA2006a
2006-01-01,2006-01-31,319.4,Nitrous oxide,NOAA2006a
2006-02-01,2006-02-28,319.7,Nitrous oxide,NOAA2006a
2006-03-01,2006-03-31,319.2,Nitrous oxide,NOAA2006a
2006-04-01,2006-04-30,320.8,Nitrous oxide,NOAA2006a
2006-05-01,2006-05-31,319.8,Nitrous oxide,NOAA2006a
2006-06-01,2006-06-30,319.4,Nitrous oxide,NOAA2006a
2006-07-01,2006-07-31,320.8,Nitrous oxide,NOAA2006a
2006-08-01,2006-08-31,319.9,Nitrous oxide,NOAA2006a
2006-09-01,2006-09-30,320.6,Nitrous oxide,NOAA2006a
2006-10-01,2006-10-31,320.2,Nitrous oxide,NOAA2006a
2006-11-01,2006-11-30,320.1,Nitrous oxide,NOAA2006a
2006-12-01,2006-12-31,320.5,Nitrous oxide,NOAA2006a
2007-01-01,2007-01-31,321.7,Nitrous oxide,NOAA2006a
2007-02-01,2007-02-28,320.2,Nitrous oxide,NOAA2006a
2007-03-01,2007-03-31,319.7,Nitrous oxide,NOAA2006a
2007-04-01,2007-04-30,319.4,Nitrous oxide,NOAA2006a
2007-05-01,2007-05-31,319.4,Nitrous oxide,NOAA2006a
2007-06-01,2007-06-30,319.2,Nitrous oxide,NOAA2006a
2007-07-01,2007-07-31,319.8,Nitrous oxide,NOAA2006a
2007-08-01,2007-08-31,320.2,Nitrous oxide,NOAA2006a
2007-09-01,2007-09-30,320.3,Nitrous oxide,NOAA2006a
2007-10-01,2007-10-31,320.1,Nitrous oxide,NOAA2006a
2007-11-01,2007-11-30,320,Nitrous oxide,NOAA2006a
2007-12-01,2007-12-31,320.7,Nitrous oxide,NOAA2006a
2008-01-01,2008-01-31,320.4,Nitrous oxide,NOAA2006a
2008-02-01,2008-02-29,320.8,Nitrous oxide,NOAA2006a
2008-03-01,2008-03-31,320.7,Nitrous oxide,NOAA2006a
2008-04-01,2008-04-30,320.6,Nitrous oxide,NOAA2006a
2008-05-01,2008-05-31,320.7,Nitrous oxide,NOAA2006a
2008-06-01,2008-06-30,320.5,Nitrous oxide,NOAA2006a
2008-07-01,2008-07-31,320.9,Nitrous oxide,NOAA2006a
2008-08-01,2008-08-31,320.9,Nitrous oxide,NOAA2006a
2008-09-01,2008-09-30,321.2,Nitrous oxide,NOAA2006a
2008-10-01,2008-10-31,321.5,Nitrous oxide,NOAA2006a
2008-11-01,2008-11-30,321,Nitrous oxide,NOAA2006a
2008-12-01,2008-12-31,321.9,Nitrous oxide,NOAA2006a
2009-01-01,2009-01-31,321.6,Nitrous oxide,NOAA2006a
2009-02-01,2009-02-28,321.6,Nitrous oxide,NOAA2006a
2009-03-01,2009-03-31,321.2,Nitrous oxide,NOAA2006a
2009-04-01,2009-04-30,320.9,Nitrous oxide,NOAA2006a
2009-05-01,2009-05-31,320.9,Nitrous oxide,NOAA2006a
2009-06-01,2009-06-30,321.2,Nitrous oxide,NOAA2006a
2009-07-01,2009-07-31,321,Nitrous oxide,NOAA2006a
2009-08-01,2009-08-31,321.4,Nitrous oxide,NOAA2006a
2009-09-01,2009-09-30,321.4,Nitrous oxide,NOAA2006a
2009-10-01,2009-10-31,321.8,Nitrous oxide,NOAA2006a
2009-11-01,2009-11-30,321.9,Nitrous oxide,NOAA2006a
2009-12-01,2009-12-31,321.9,Nitrous oxide,NOAA2006a
2010-01-01,2010-01-31,322.5,Nitrous oxide,NOAA2006a
2010-02-01,2010-02-28,322.2,Nitrous oxide,NOAA2006a
2010-03-01,2010-03-31,321.8,Nitrous oxide,NOAA2006a
2010-04-01,2010-04-30,322.1,Nitrous oxide,NOAA2006a
2010-05-01,2010-05-31,322.3,Nitrous oxide,NOAA2006a
2010-06-01,2010-06-30,322.2,Nitrous oxide,NOAA2006a
2010-07-01,2010-07-31,322.3,Nitrous oxide,NOAA2006a
2010-08-01,2010-08-31,322.9,Nitrous oxide,NOAA2006a
2010-09-01,2010-09-30,322.6,Nitrous oxide,NOAA2006a
2010-10-01,2010-10-31,322.7,Nitrous oxide,NOAA2006a
2010-11-01,2010-11-30,323.2,Nitrous oxide,NOAA2006a
2010-12-01,2010-12-31,322.9,Nitrous oxide,NOAA2006a
2011-01-01,2011-01-31,322.9,Nitrous oxide,NOAA2006a
2011-02-01,2011-02-28,323.2,Nitrous oxide,NOAA2006a
2011-03-01,2011-03-31,323.4,Nitrous oxide,NOAA2006a
2011-04-01,2011-04-30,323,Nitrous oxide,NOAA2006a
2011-05-01,2011-05-31,324.2,Nitrous oxide,NOAA2006a
2011-06-01,2011-06-30,323.3,Nitrous oxide,NOAA2006a
2011-07-01,2011-07-31,323.2,Nitrous oxide,NOAA2006a
2011-08-01,2011-08-31,323.5,Nitrous oxide,NOAA2006a
2011-09-01,2011-09-30,323.6,Nitrous oxide,NOAA2006a
2011-10-01,2011-10-31,324.1,Nitrous oxide,NOAA2006a
2011-11-01,2011-11-30,324,Nitrous oxide,NOAA2006a
2011-12-01,2011-12-31,324.6,Nitrous oxide,NOAA2006a
2012-01-01,2012-01-31,324.3,Nitrous oxide,NOAA2006a
2012-02-01,2012-02-29,324.1,Nitrous oxide,NOAA2006a
2012-03-01,2012-03-31,324.3,Nitrous oxide,NOAA2006a
2012-04-01,2012-04-30,324.4,Nitrous oxide,NOAA2006a
2012-05-01,2012-05-31,324,Nitrous oxide,NOAA2006a
2012-06-01,2012-06-30,324.2,Nitrous oxide,NOAA2006a
2012-07-01,2012-07-31,324.5,Nitrous oxide,NOAA2006a
2012-08-01,2012-08-31,324.7,Nitrous oxide,NOAA2006a
2012-09-01,2012-09-30,324.7,Nitrous oxide,NOAA2006a
2012-10-01,2012-10-31,325,Nitrous oxide,NOAA2006a
2012-11-01,2012-11-30,324.9,Nitrous oxide,NOAA2006a
2012-12-01,2012-12-31,324.9,Nitrous oxide,NOAA2006a
2013-01-01,2013-01-31,325.3,Nitrous oxide,NOAA2006a
2013-02-01,2013-02-28,325,Nitrous oxide,NOAA2006a
2013-03-01,2013-03-31,325.3,Nitrous oxide,NOAA2006a
2013-04-01,2013-04-30,325,Nitrous oxide,NOAA2006a
2013-05-01,2013-05-31,325.5,Nitrous oxide,NOAA2006a
2013-06-01,2013-06-30,325.4,Nitrous oxide,NOAA2006a
2013-07-01,2013-07-31,NA,Nitrous oxide,NOAA2006a
2013-08-01,2013-08-31,325.7,Nitrous oxide,NOAA2006a
2013-09-01,2013-09-30,326,Nitrous oxide,NOAA2006a
2013-10-01,2013-10-31,324.6,Nitrous oxide,NOAA2006a
2013-11-01,2013-11-30,326.3,Nitrous oxide,NOAA2006a
2013-12-01,2013-12-31,325.8,Nitrous oxide,NOAA2006a
2014-01-01,2014-01-31,326.2,Nitrous oxide,NOAA2006a
2014-02-01,2014-02-28,326.2,Nitrous oxide,NOAA2006a
2014-03-01,2014-03-31,326.3,Nitrous oxide,NOAA2006a
2014-04-01,2014-04-30,326.7,Nitrous oxide,NOAA2006a
2014-05-01,2014-05-31,326.1,Nitrous oxide,NOAA2006a
2014-06-01,2014-06-30,326.5,Nitrous oxide,NOAA2006a
2014-07-01,2014-07-31,326.6,Nitrous oxide,NOAA2006a
2014-08-01,2014-08-31,326.9,Nitrous oxide,NOAA2006a
2014-09-01,2014-09-30,326.8,Nitrous oxide,NOAA2006a
2014-10-01,2014-10-31,327.1,Nitrous oxide,NOAA2006a
2014-11-01,2014-11-30,327.2,Nitrous oxide,NOAA2006a
2014-12-01,2014-12-31,327.4,Nitrous oxide,NOAA2006a
2015-01-01,2015-01-31,327.5,Nitrous oxide,NOAA2006a
2015-02-01,2015-02-28,327.5,Nitrous oxide,NOAA2006a
2015-03-01,2015-03-31,327.5,Nitrous oxide,NOAA2006a
2015-04-01,2015-04-30,327.6,Nitrous oxide,NOAA2006a
2015-05-01,2015-05-31,NA,Nitrous oxide,NOAA2006a
2015-06-01,2015-06-30,327.3,Nitrous oxide,NOAA2006a
2015-07-01,2015-07-31,327.8,Nitrous oxide,NOAA2006a
2015-08-01,2015-08-31,NA,Nitrous oxide,NOAA2006a
2015-09-01,2015-09-30,328,Nitrous oxide,NOAA2006a
2015-10-01,2015-10-31,328.2,Nitrous oxide,NOAA2006a
2015-11-01,2015-11-30,328.2,Nitrous oxide,NOAA2006a
2015-12-01,2015-12-31,328.5,Nitrous oxide,NOAA2006a
2016-01-01,2016-01-31,328.3,Nitrous oxide,NOAA2006a
2016-02-01,2016-02-29,NA,Nitrous oxide,NOAA2006a
2016-03-01,2016-03-31,328,Nitrous oxide,NOAA2006a
2016-04-01,2016-04-30,327.5,Nitrous oxide,NOAA2006a
2016-05-01,2016-05-31,327.7,Nitrous oxide,NOAA2006a
2016-06-01,2016-06-30,327.8,Nitrous oxide,NOAA2006a
2016-07-01,2016-07-31,NA,Nitrous oxide,NOAA2006a
2016-08-01,2016-08-31,327.9,Nitrous oxide,NOAA2006a
2016-09-01,2016-09-30,328.3,Nitrous oxide,NOAA2006a
2016-10-01,2016-10-31,NA,Nitrous oxide,NOAA2006a
2016-11-01,2016-11-30,328.4,Nitrous oxide,NOAA2006a
2016-12-01,2016-12-31,NA,Nitrous oxide,NOAA2006a
2017-01-01,2017-01-31,328.6,Nitrous oxide,NOAA2006a
2017-02-01,2017-02-28,328.5,Nitrous oxide,NOAA2006a
2017-03-01,2017-03-31,328.4,Nitrous oxide,NOAA2006a
2017-04-01,2017-04-30,328.6,Nitrous oxide,NOAA2006a
2017-05-01,2017-05-31,328.5,Nitrous oxide,NOAA2006a
2017-06-01,2017-06-30,328.6,Nitrous oxide,NOAA2006a
2017-07-01,2017-07-31,329,Nitrous oxide,NOAA2006a
2017-08-01,2017-08-31,329.3,Nitrous oxide,NOAA2006a
2017-09-01,2017-09-30,329.9,Nitrous oxide,NOAA2006a
2017-10-01,2017-10-31,329.7,Nitrous oxide,NOAA2006a
2017-11-01,2017-11-30,330,Nitrous oxide,NOAA2006a
2017-12-01,2017-12-31,NA,Nitrous oxide,NOAA2006a
2018-01-01,2018-01-31,330.3,Nitrous oxide,NOAA2006a
2018-02-01,2018-02-28,330.5,Nitrous oxide,NOAA2006a
2018-03-01,2018-03-31,330.5,Nitrous oxide,NOAA2006a
2018-04-01,2018-04-30,330.3,Nitrous oxide,NOAA2006a
2018-05-01,2018-05-31,330.5,Nitrous oxide,NOAA2006a
2018-06-01,2018-06-30,330.1,Nitrous oxide,NOAA2006a
2018-07-01,2018-07-31,330,Nitrous oxide,NOAA2006a
2018-08-01,2018-08-31,330.7,Nitrous oxide,NOAA2006a
2018-09-01,2018-09-30,330.4,Nitrous oxide,NOAA2006a
2018-10-01,2018-10-31,330.9,Nitrous oxide,NOAA2006a
2018-11-01,2018-11-30,331.2,Nitrous oxide,NOAA2006a
2018-12-01,2018-12-31,331.4,Nitrous oxide,NOAA2006a
2019-01-01,2019-01-31,331.2,Nitrous oxide,NOAA2006a
2019-02-01,2019-02-28,330.9,Nitrous oxide,NOAA2006a
2019-03-01,2019-03-31,331.1,Nitrous oxide,NOAA2006a
2019-04-01,2019-04-30,330.6,Nitrous oxide,NOAA2006a
2019-05-01,2019-05-31,330.5,Nitrous oxide,NOAA2006a
2019-06-01,2019-06-30,330.3,Nitrous oxide,NOAA2006a
2019-07-01,2019-07-31,330.8,Nitrous oxide,NOAA2006a
2019-08-01,2019-08-31,331,Nitrous oxide,NOAA2006a
2019-09-01,2019-09-30,331.3,Nitrous oxide,NOAA2006a
2019-10-01,2019-10-31,330.9,Nitrous oxide,NOAA2006a
2019-11-01,2019-11-30,331.2,Nitrous oxide,NOAA2006a
2019-12-01,2019-12-31,331.5,Nitrous oxide,NOAA2006a
